Next Train ID,Final Train ID,Distance from station,BS_1_1,RSRP_1_1,RSSI_1_1,RSRQ_1_1,BS_2_1,RSRP_2_1,RSSI_2_1,RSRQ_2_1
51,1,3,385,-50,-26,-9,385,-67,-41,-7
51,1,7,385,-50,-26,-9,385,-67,-41,-7
51,1,14,385,-50,-26,-9,385,-67,-41,-7
51,1,23,385,-50,-26,-9,385,-67,-41,-7
51,1,31,385,-50,-26,-9,385,-67,-41,-7
51,1,40,385,-50,-26,-9,385,-67,-41,-7
51,1,52,208,-72,-37,-9,385,-67,-41,-7
51,1,65,208,-72,-37,-9,385,-67,-41,-7
51,1,74,208,-72,-37,-9,385,-67,-41,-7
51,1,83,208,-67,-37,-9,385,-67,-41,-7
51,1,93,208,-67,-37,-9,385,-67,-41,-7
51,1,102,208,-67,-37,-9,385,-67,-41,-7
51,1,110,208,-60,-37,-9,385,-67,-41,-7
51,1,120,208,-60,-37,-9,208,-82,-51,-7
51,1,130,208,-60,-37,-9,208,-82,-51,-7
51,1,141,208,-65,-37,-9,208,-82,-51,-7
51,1,153,208,-65,-37,-9,208,-82,-51,-7
51,1,161,208,-65,-37,-9,208,-82,-51,-7
51,1,173,208,-65,-37,-9,208,-82,-51,-7
51,1,182,208,-65,-37,-9,208,-82,-51,-7
51,1,194,208,-65,-37,-9,208,-82,-51,-7
51,1,203,208,-65,-37,-9,208,-82,-51,-7
51,1,215,208,-65,-37,-9,208,-82,-51,-7
51,1,226,208,-65,-37,-9,208,-82,-51,-7
51,1,235,208,-65,-37,-9,208,-82,-51,-7
51,1,244,208,-65,-37,-9,208,-82,-51,-7
51,1,255,208,-65,-37,-9,208,-82,-51,-7
51,1,266,208,-65,-37,-9,208,-82,-51,-7
51,1,275,208,-65,-37,-9,208,-82,-51,-7
51,1,284,208,-65,-37,-9,208,-76,-51,-7
51,1,295,208,-65,-37,-9,208,-76,-51,-7
51,1,306,208,-65,-37,-9,208,-76,-51,-7
51,1,314,208,-65,-37,-9,208,-76,-51,-7
51,1,325,21,-65,-37,-9,208,-76,-51,-7
51,1,334,21,-65,-37,-9,208,-76,-51,-7
51,1,345,21,-65,-37,-9,208,-68,-43,-7
51,1,356,21,-65,-37,-9,208,-68,-43,-7
51,1,365,21,-65,-37,-9,208,-68,-43,-7
51,1,374,21,-65,-37,-9,208,-76,-49,-7
51,1,385,21,-65,-37,-9,208,-76,-49,-7
51,1,396,21,-65,-37,-9,208,-68,-42,-7
51,1,405,21,-65,-37,-9,208,-68,-42,-7
51,1,416,21,-65,-37,-9,208,-68,-42,-7
51,1,425,21,-65,-37,-9,208,-68,-42,-7
51,1,436,21,-65,-37,-9,208,-68,-42,-7
51,1,445,21,-65,-37,-9,208,-68,-42,-7
51,1,456,21,-65,-37,-9,208,-68,-42,-7
51,1,468,21,-65,-37,-9,12,-78,-42,-7
51,1,477,21,-57,-28,-9,12,-78,-42,-7
51,1,485,21,-57,-28,-9,12,-78,-42,-7
51,1,496,21,-57,-28,-9,12,-78,-42,-7
51,1,508,21,-57,-28,-9,12,-78,-42,-7
51,1,516,21,-57,-28,-9,12,-78,-42,-7
51,1,527,21,-57,-28,-9,12,-78,-49,-7
51,1,536,21,-57,-28,-9,12,-78,-49,-7
51,1,547,21,-57,-28,-9,12,-78,-49,-7
51,1,558,21,-57,-28,-9,12,-78,-40,-12
51,1,567,21,-57,-34,-9,12,-78,-40,-12
51,1,576,21,-57,-34,-9,12,-78,-48,-12
51,1,587,21,-57,-34,-9,12,-78,-48,-12
51,1,599,21,-48,-24,-9,12,-78,-48,-12
51,1,607,21,-48,-24,-9,12,-78,-48,-12
51,1,616,21,-48,-24,-9,12,-78,-48,-12
51,1,627,21,-53,-31,-9,12,-78,-48,-12
51,1,638,21,-53,-31,-9,12,-78,-48,-12
51,1,647,491,-53,-31,-9,12,-78,-48,-12
51,1,656,491,-53,-31,-9,12,-78,-48,-12
51,1,667,491,-53,-31,-9,12,-78,-48,-12
51,1,678,491,-53,-31,-9,12,-78,-48,-12
51,1,687,491,-60,-40,-9,12,-78,-48,-12
51,1,698,491,-60,-40,-9,12,-78,-48,-12
51,1,707,491,-60,-40,-9,491,-92,-60,-12
51,1,718,491,-49,-26,-9,491,-92,-60,-12
51,1,729,491,-49,-26,-9,491,-92,-60,-12
51,1,738,491,-49,-26,-9,491,-75,-49,-6
51,1,749,491,-54,-26,-9,491,-75,-49,-6
51,1,758,491,-54,-26,-9,491,-75,-49,-6
51,1,769,491,-54,-26,-9,491,-75,-49,-6
51,1,778,491,-54,-32,-9,491,-75,-49,-6
51,1,789,491,-54,-32,-9,491,-75,-49,-6
51,1,800,491,-54,-32,-9,491,-75,-49,-6
51,1,809,491,-44,-8,-9,491,-75,-49,-6
51,1,818,491,-44,-8,-9,491,-63,-37,-6
51,1,828,491,-44,-8,-9,491,-63,-37,-6
51,1,839,491,-44,-19,-9,491,-63,-37,-6
51,1,848,491,-44,-19,-9,491,-63,-37,-6
51,1,857,491,-44,-19,-9,491,-63,-37,-6
51,1,867,491,-62,-40,-9,491,-63,-37,-6
51,1,878,491,-62,-40,-9,491,-63,-37,-6
51,1,887,491,-62,-40,-9,491,-50,-22,-6
51,1,898,491,-57,-33,-9,491,-50,-22,-6
51,1,907,491,-57,-33,-9,491,-50,-22,-6
51,1,918,491,-57,-33,-9,491,-50,-22,-6
51,1,930,491,-51,-33,-9,491,-50,-22,-6
51,1,941,491,-51,-33,-9,491,-50,-22,-6
51,1,953,491,-51,-33,-9,491,-50,-22,-6
51,1,969,491,-51,-33,-9,491,-50,-28,-6
51,1,986,491,-51,-33,-9,491,-50,-28,-6
51,1,1000,491,-51,-33,-9,491,-56,-28,-6
51,1,1017,491,-44,-11,-9,491,-56,-28,-6
51,1,1032,491,-44,-11,-9,491,-66,-38,-6
51,1,1051,491,-44,-11,-9,491,-66,-38,-6
51,1,1066,491,-54,-31,-9,491,-66,-38,-6
51,1,1085,489,-54,-31,-9,491,-66,-38,-6
51,1,1102,489,-54,-31,-9,491,-66,-38,-6
51,1,1116,489,-54,-31,-9,491,-58,-32,-6
51,1,1130,489,-54,-31,-9,491,-58,-32,-6
51,1,1146,489,-54,-31,-9,491,-52,-25,-6
51,1,1163,489,-54,-31,-9,491,-52,-25,-6
51,1,1175,489,-54,-31,-9,491,-52,-25,-6
51,1,1190,489,-54,-31,-9,491,-52,-25,-6
51,1,1201,489,-47,-24,-9,491,-52,-25,-6
51,1,1215,489,-47,-24,-9,491,-52,-25,-6
51,1,1228,489,-47,-24,-9,491,-52,-25,-6
51,1,1239,489,-47,-17,-9,491,-63,-37,-6
51,1,1248,489,-47,-17,-9,489,-63,-37,-6
51,1,1260,489,-47,-17,-9,489,-63,-37,-6
51,1,1271,489,-54,-31,-9,489,-63,-37,-6
51,1,1280,489,-54,-31,-9,489,-44,-15,-6
51,1,1288,489,-54,-31,-9,489,-44,-15,-6
51,1,1298,489,-49,-31,-9,489,-44,-15,-6
51,1,1307,489,-49,-31,-9,489,-44,-15,-6
51,1,1314,489,-49,-31,-9,489,-44,-15,-6
51,1,1322,489,-49,-25,-9,489,-56,-28,-6
51,1,1328,489,-49,-25,-9,489,-56,-28,-6
51,1,1336,489,-49,-25,-9,489,-56,-28,-6
51,1,1341,489,-44,-5,-9,489,-56,-28,-6
51,1,1347,489,-44,-5,-9,489,-56,-28,-6
51,1,1353,489,-44,-5,-9,489,-56,-28,-6
51,1,1358,489,-44,-22,-9,489,-56,-28,-6
