Next Train ID,Final Train ID,Distance from station,BS_1_1,RSRP_1_1,RSSI_1_1,RSRQ_1_1,BS_2_1,RSRP_2_1,RSSI_2_1,RSRQ_2_1
28,27,3,463,-50,-25,-7,463,-66,-40,-6
28,27,8,463,-50,-25,-7,463,-66,-40,-6
28,27,14,463,-50,-25,-7,463,-66,-40,-6
28,27,23,463,-50,-25,-7,463,-66,-40,-6
28,27,33,463,-50,-25,-7,463,-66,-40,-6
28,27,42,463,-50,-25,-7,463,-61,-34,-6
28,27,52,463,-50,-25,-7,463,-61,-34,-6
28,27,66,463,-50,-25,-7,463,-61,-34,-6
28,27,80,463,-50,-25,-7,463,-61,-34,-6
28,27,92,463,-55,-33,-7,463,-61,-34,-6
28,27,104,463,-55,-33,-7,463,-61,-34,-6
28,27,120,463,-55,-39,-7,463,-61,-34,-6
28,27,137,463,-55,-39,-7,463,-61,-34,-6
28,27,151,463,-55,-39,-7,463,-61,-34,-6
28,27,169,463,-55,-39,-7,463,-56,-34,-6
28,27,184,463,-48,-25,-7,463,-56,-34,-6
28,27,202,463,-48,-25,-7,463,-56,-34,-6
28,27,222,463,-48,-25,-7,463,-56,-34,-6
28,27,238,463,-62,-39,-7,463,-56,-34,-6
28,27,254,463,-62,-39,-7,463,-56,-34,-6
28,27,275,463,-62,-39,-7,463,-56,-34,-6
28,27,296,463,-62,-39,-7,463,-56,-34,-6
28,27,314,463,-62,-39,-7,463,-56,-34,-6
28,27,334,463,-62,-39,-7,463,-45,-19,-6
28,27,351,463,-48,-25,-7,488,-45,-19,-6
28,27,372,463,-48,-25,-7,488,-64,-38,-6
28,27,388,463,-48,-25,-7,488,-64,-38,-6
28,27,408,463,-48,-25,-7,488,-58,-38,-6
28,27,429,463,-48,-25,-7,488,-58,-38,-6
28,27,446,463,-48,-25,-7,488,-58,-38,-6
28,27,464,463,-48,-25,-7,488,-58,-38,-6
28,27,487,488,-65,-41,-7,488,-58,-38,-6
28,27,510,488,-65,-41,-7,488,-53,-27,-6
28,27,528,488,-49,-24,-7,488,-53,-27,-6
28,27,550,488,-49,-24,-7,488,-64,-38,-6
28,27,568,488,-49,-24,-7,488,-64,-38,-6
28,27,590,488,-56,-32,-7,488,-64,-38,-6
28,27,612,488,-56,-32,-7,488,-64,-38,-6
28,27,630,488,-56,-32,-7,488,-64,-38,-6
28,27,648,488,-56,-32,-7,488,-64,-38,-6
28,27,670,488,-66,-32,-7,488,-64,-38,-6
28,27,692,488,-66,-32,-7,488,-55,-29,-6
28,27,710,488,-57,-25,-7,488,-55,-29,-6
28,27,728,488,-57,-25,-7,488,-55,-29,-6
28,27,750,488,-57,-25,-7,488,-55,-29,-6
28,27,772,488,-57,-25,-7,488,-64,-38,-6
28,27,790,488,-57,-25,-7,488,-64,-38,-6
28,27,812,488,-64,-42,-7,488,-64,-38,-6
28,27,830,488,-64,-42,-7,488,-64,-38,-6
28,27,852,488,-64,-42,-7,488,-64,-38,-6
28,27,868,488,-57,-33,-7,488,-56,-31,-6
28,27,887,488,-57,-33,-7,488,-56,-31,-6
28,27,905,488,-57,-33,-7,488,-56,-31,-6
28,27,919,488,-45,-22,-7,472,-56,-31,-6
28,27,936,488,-45,-22,-7,472,-63,-31,-6
28,27,948,488,-45,-22,-7,472,-63,-31,-6
28,27,963,488,-61,-36,-7,472,-63,-31,-6
28,27,974,488,-61,-36,-7,472,-63,-31,-6
28,27,988,488,-61,-36,-7,472,-63,-31,-6
28,27,998,488,-61,-42,-7,472,-63,-31,-6
28,27,1010,488,-61,-42,-7,472,-63,-31,-6
28,27,1020,472,-61,-42,-7,472,-49,-21,-6
28,27,1028,472,-61,-34,-7,472,-49,-21,-6
28,27,1036,472,-61,-34,-7,472,-49,-21,-6
28,27,1045,472,-61,-34,-7,472,-49,-21,-6
28,27,1052,472,-50,-26,-7,472,-49,-21,-6
28,27,1058,472,-50,-26,-7,472,-49,-21,-6
28,27,1063,472,-50,-26,-7,472,-71,-44,-6
28,27,1069,472,-44,-19,-7,472,-71,-44,-6
28,27,1073,472,-44,-19,-7,472,-71,-44,-6
28,27,1077,472,-44,-19,-7,472,-71,-44,-6
28,27,1080,472,-53,-30,-7,472,-71,-44,-6
28,27,1082,472,-53,-30,-7,472,-71,-44,-6
28,27,1083,472,-53,-30,-7,472,-71,-44,-6
28,27,1084,472,-53,-30,-7,472,-71,-44,-6
28,27,1084,472,-53,-30,-7,472,-71,-44,-6
28,27,1084,472,-53,-30,-7,472,-71,-44,-6
28,27,1084,472,-53,-30,-7,472,-71,-44,-6
28,27,1084,472,-53,-30,-7,472,-71,-44,-6
28,27,1,463,-51,-28,-7,463,-63,-36,-8
28,27,5,463,-51,-28,-7,463,-63,-36,-8
28,27,11,463,-51,-28,-7,463,-63,-36,-8
28,27,17,463,-51,-28,-7,463,-63,-36,-8
28,27,27,463,-51,-28,-7,463,-63,-36,-8
28,27,35,463,-51,-28,-7,463,-63,-36,-8
28,27,47,463,-51,-19,-7,463,-63,-36,-8
28,27,60,463,-51,-19,-7,463,-63,-36,-8
28,27,71,463,-51,-19,-7,463,-63,-36,-8
28,27,83,463,-51,-25,-7,463,-63,-36,-8
28,27,97,463,-51,-25,-7,463,-58,-20,-8
28,27,113,463,-56,-25,-7,463,-58,-20,-8
28,27,126,463,-56,-25,-7,463,-58,-31,-8
28,27,143,463,-56,-25,-7,463,-58,-31,-8
28,27,157,463,-56,-25,-7,463,-58,-31,-8
28,27,175,463,-44,-8,-7,463,-58,-31,-8
28,27,190,463,-44,-8,-7,463,-65,-39,-8
28,27,209,463,-44,-8,-7,463,-65,-39,-8
28,27,229,463,-51,-28,-7,463,-65,-39,-8
28,27,245,463,-51,-28,-7,463,-65,-32,-8
28,27,261,463,-61,-38,-7,463,-65,-32,-8
28,27,282,463,-61,-38,-7,463,-48,-18,-8
28,27,303,463,-61,-38,-7,463,-48,-18,-8
28,27,320,463,-61,-38,-7,463,-48,-18,-8
28,27,341,463,-45,-22,-7,463,-48,-18,-8
28,27,358,463,-45,-22,-7,488,-54,-31,-8
28,27,378,463,-45,-22,-7,488,-54,-31,-8
28,27,398,463,-58,-34,-7,488,-54,-31,-8
28,27,415,463,-58,-34,-7,488,-61,-31,-8
28,27,432,463,-58,-34,-7,488,-61,-31,-8
28,27,454,463,-58,-34,-7,488,-55,-31,-8
28,27,477,488,-58,-34,-7,488,-55,-31,-8
28,27,495,488,-58,-34,-7,488,-55,-31,-8
28,27,513,488,-46,-20,-7,488,-55,-31,-8
28,27,535,488,-46,-20,-7,488,-55,-31,-8
28,27,558,488,-46,-20,-7,488,-55,-31,-8
28,27,575,488,-57,-33,-7,488,-63,-31,-8
28,27,593,488,-57,-33,-7,488,-63,-31,-8
28,27,616,488,-67,-42,-7,488,-63,-31,-8
28,27,638,488,-67,-42,-7,488,-63,-31,-8
28,27,656,488,-67,-42,-7,488,-63,-31,-8
28,27,678,488,-67,-42,-7,488,-55,-31,-8
28,27,695,488,-50,-29,-7,488,-55,-31,-8
28,27,718,488,-50,-29,-7,488,-55,-31,-8
28,27,740,488,-50,-29,-7,488,-55,-31,-8
28,27,758,488,-44,-29,-7,488,-61,-31,-8
28,27,780,488,-44,-29,-7,488,-61,-31,-8
28,27,797,488,-59,-35,-7,488,-61,-31,-8
28,27,820,488,-59,-35,-7,488,-61,-31,-8
28,27,837,488,-59,-35,-7,488,-61,-31,-8
28,27,859,488,-59,-35,-7,488,-61,-31,-8
28,27,878,488,-59,-35,-7,488,-61,-31,-8
28,27,893,488,-59,-35,-7,488,-44,-11,-8
28,27,907,488,-59,-35,-7,472,-44,-11,-8
28,27,924,488,-44,-18,-7,472,-72,-41,-8
28,27,941,488,-44,-18,-7,472,-72,-41,-8
28,27,953,488,-59,-36,-7,472,-72,-41,-8
28,27,965,488,-59,-36,-7,472,-72,-41,-8
28,27,979,488,-59,-36,-7,472,-72,-41,-8
28,27,992,472,-59,-36,-7,472,-61,-35,-8
28,27,1002,488,-67,-36,-7,472,-61,-35,-8
28,27,1013,472,-67,-36,-7,472,-53,-25,-8
28,27,1022,472,-67,-36,-7,472,-53,-25,-8
28,27,1031,472,-56,-36,-7,472,-53,-32,-8
28,27,1040,472,-56,-36,-7,472,-53,-32,-8
28,27,1047,472,-56,-30,-7,472,-53,-32,-8
28,27,1053,472,-56,-30,-7,472,-53,-32,-8
28,27,1060,472,-56,-30,-7,472,-53,-32,-8
28,27,1066,472,-56,-30,-7,472,-65,-38,-8
28,27,1070,472,-44,-21,-7,472,-65,-38,-8
28,27,1074,472,-44,-21,-7,472,-70,-44,-8
28,27,1077,472,-44,-21,-7,472,-70,-44,-8
28,27,1080,472,-50,-21,-7,472,-70,-44,-8
28,27,1082,472,-50,-21,-7,472,-70,-44,-8
28,27,1083,472,-57,-34,-7,472,-70,-44,-8
28,27,1083,472,-57,-34,-7,472,-70,-44,-8
28,27,1083,472,-57,-34,-7,472,-70,-44,-8
28,27,1083,472,-57,-34,-7,472,-70,-44,-8
28,27,1083,472,-57,-34,-7,472,-70,-44,-8
28,27,3,463,-52,-28,-6,463,-64,-32,-10
28,27,9,463,-52,-28,-6,463,-64,-32,-10
28,27,17,463,-47,-22,-6,463,-64,-32,-10
28,27,24,463,-47,-22,-6,463,-59,-25,-10
28,27,35,463,-47,-22,-6,463,-59,-25,-10
28,27,44,463,-47,-22,-6,463,-59,-25,-10
28,27,57,463,-47,-22,-6,463,-67,-33,-10
28,27,71,463,-47,-22,-6,463,-67,-33,-10
28,27,82,463,-58,-35,-6,463,-67,-33,-10
28,27,97,463,-58,-35,-6,463,-54,-26,-10
28,27,110,463,-58,-35,-6,463,-54,-26,-10
