Next Train ID,Final Train ID,Distance from station,BS_1_1,RSRP_1_1,RSSI_1_1,RSRQ_1_1,BS_2_1,RSRP_2_1,RSSI_2_1,RSRQ_2_1
22,27,1,481,-51,-25,-7,481,-62,-36,-9
22,27,3,481,-51,-25,-7,481,-62,-36,-9
22,27,6,481,-51,-25,-7,481,-62,-36,-9
22,27,12,481,-51,-25,-7,481,-62,-36,-9
22,27,20,481,-51,-25,-7,481,-62,-36,-9
22,27,28,481,-51,-25,-7,481,-62,-36,-9
22,27,39,481,-51,-25,-7,481,-62,-36,-9
22,27,48,481,-51,-25,-7,481,-62,-36,-9
22,27,61,481,-51,-25,-7,481,-62,-36,-9
22,27,75,481,-51,-25,-7,481,-62,-36,-9
22,27,87,481,-51,-25,-7,481,-62,-36,-9
22,27,99,481,-51,-25,-7,481,-62,-36,-9
22,27,114,481,-51,-25,-7,481,-62,-36,-9
22,27,130,481,-51,-25,-7,481,-62,-36,-9
22,27,143,481,-51,-25,-7,481,-62,-36,-9
22,27,157,481,-51,-25,-7,481,-62,-36,-9
22,27,175,481,-51,-25,-7,481,-62,-36,-9
22,27,193,481,-60,-37,-7,481,-53,-27,-9
22,27,208,481,-60,-37,-7,481,-53,-27,-9
22,27,224,481,-60,-37,-7,481,-61,-34,-9
22,27,244,481,-60,-37,-7,481,-61,-34,-9
22,27,264,481,-44,-17,-7,481,-61,-34,-9
22,27,281,481,-44,-17,-7,481,-61,-34,-9
22,27,302,481,-44,-17,-7,481,-61,-34,-9
22,27,319,481,-44,-17,-7,481,-66,-34,-9
22,27,341,481,-44,-17,-7,481,-66,-34,-9
22,27,364,481,-57,-33,-7,481,-57,-34,-9
22,27,382,481,-57,-33,-7,481,-57,-34,-9
22,27,404,481,-65,-41,-7,481,-47,-21,-9
22,27,422,481,-65,-41,-7,481,-47,-21,-9
22,27,443,481,-44,-9,-7,481,-47,-21,-9
22,27,459,481,-44,-9,-7,489,-47,-21,-9
22,27,479,481,-44,-9,-7,489,-47,-21,-9
22,27,499,481,-44,-9,-7,489,-71,-40,-9
22,27,515,481,-44,-9,-7,489,-71,-40,-9
22,27,531,481,-62,-39,-7,489,-64,-40,-9
22,27,549,481,-62,-39,-7,489,-64,-40,-9
22,27,566,481,-62,-39,-7,489,-56,-30,-9
22,27,580,481,-62,-39,-7,489,-56,-30,-9
22,27,593,489,-56,-32,-7,489,-56,-30,-9
22,27,608,489,-56,-32,-7,489,-56,-30,-9
22,27,622,489,-56,-32,-7,489,-56,-30,-9
22,27,633,489,-56,-32,-7,489,-62,-36,-9
22,27,646,489,-56,-32,-7,489,-62,-36,-9
22,27,656,489,-44,-14,-7,489,-62,-36,-9
22,27,667,489,-44,-14,-7,489,-62,-36,-9
22,27,678,489,-58,-33,-7,489,-62,-36,-9
22,27,685,489,-58,-33,-7,489,-62,-36,-9
22,27,693,489,-58,-33,-7,489,-62,-36,-9
22,27,701,489,-58,-33,-7,489,-62,-36,-9
22,27,709,489,-58,-33,-7,489,-62,-36,-9
22,27,714,489,-58,-33,-7,489,-57,-36,-9
22,27,720,489,-58,-33,-7,489,-57,-36,-9
22,27,724,489,-58,-33,-7,489,-70,-36,-9
22,27,729,489,-58,-33,-7,489,-70,-36,-9
22,27,732,489,-49,-23,-7,489,-70,-43,-9
22,27,735,489,-49,-23,-7,489,-70,-43,-9
22,27,737,489,-55,-30,-7,489,-70,-43,-9
22,27,738,489,-55,-30,-7,489,-70,-43,-9
22,27,738,489,-55,-30,-7,489,-70,-43,-9
22,27,738,489,-55,-30,-7,489,-65,-43,-9
22,27,738,489,-55,-30,-7,489,-65,-43,-9
22,27,738,489,-55,-30,-7,489,-65,-43,-9
22,27,2,481,-46,-27,-8,481,-64,-37,-8
22,27,6,481,-46,-27,-8,481,-64,-37,-8
22,27,10,481,-46,-27,-8,481,-64,-37,-8
22,27,16,481,-46,-27,-8,481,-64,-37,-8
22,27,26,481,-46,-20,-8,481,-64,-37,-8
22,27,36,481,-46,-20,-8,481,-64,-37,-8
22,27,45,481,-46,-20,-8,481,-64,-37,-8
22,27,55,481,-46,-20,-8,481,-64,-37,-8
22,27,69,481,-46,-20,-8,481,-64,-37,-8
22,27,83,481,-46,-20,-8,481,-64,-37,-8
22,27,95,481,-46,-20,-8,481,-64,-37,-8
22,27,110,481,-46,-20,-8,481,-59,-37,-8
22,27,123,481,-46,-20,-8,481,-59,-37,-8
22,27,140,481,-57,-28,-8,481,-59,-37,-8
22,27,157,481,-57,-28,-8,481,-59,-37,-8
22,27,171,481,-57,-28,-8,481,-59,-37,-8
22,27,189,481,-57,-28,-8,481,-59,-30,-8
22,27,204,481,-62,-36,-8,481,-59,-30,-8
22,27,224,481,-62,-36,-8,481,-50,-30,-8
22,27,239,481,-62,-36,-8,481,-50,-30,-8
22,27,260,481,-50,-25,-8,481,-65,-38,-8
22,27,280,481,-50,-25,-8,481,-65,-38,-8
22,27,297,481,-58,-32,-8,481,-65,-38,-8
22,27,315,481,-58,-32,-8,481,-65,-38,-8
22,27,337,481,-58,-32,-8,481,-65,-38,-8
22,27,359,481,-58,-32,-8,481,-60,-38,-8
22,27,377,481,-58,-32,-8,481,-60,-38,-8
22,27,395,481,-58,-32,-8,481,-52,-27,-8
22,27,417,481,-58,-32,-8,481,-52,-27,-8
22,27,439,481,-44,-11,-8,481,-52,-27,-8
22,27,455,481,-44,-11,-8,489,-52,-27,-8
22,27,474,481,-44,-11,-8,489,-52,-27,-8
22,27,491,481,-54,-30,-8,489,-52,-27,-8
22,27,511,481,-54,-30,-8,489,-65,-39,-8
22,27,531,481,-54,-30,-8,489,-65,-39,-8
22,27,545,481,-63,-39,-8,489,-65,-39,-8
22,27,559,481,-63,-39,-8,489,-65,-39,-8
22,27,576,481,-63,-39,-8,489,-65,-39,-8
22,27,593,489,-63,-39,-8,489,-48,-22,-8
22,27,605,489,-63,-39,-8,489,-48,-22,-8
22,27,619,489,-63,-39,-8,489,-48,-22,-8
22,27,630,489,-53,-29,-8,489,-48,-22,-8
22,27,643,489,-53,-29,-8,489,-64,-37,-8
22,27,653,489,-53,-29,-8,489,-64,-37,-8
22,27,665,489,-48,-29,-8,489,-64,-37,-8
22,27,673,489,-48,-29,-8,489,-64,-37,-8
22,27,683,489,-48,-29,-8,489,-64,-37,-8
22,27,691,489,-58,-29,-8,489,-64,-37,-8
22,27,699,489,-58,-29,-8,489,-64,-37,-8
22,27,707,489,-58,-29,-8,489,-64,-37,-8
22,27,712,489,-58,-29,-8,489,-64,-37,-8
22,27,719,489,-58,-29,-8,489,-64,-37,-8
22,27,723,489,-58,-29,-8,489,-64,-37,-8
22,27,728,489,-45,-22,-8,489,-64,-37,-8
22,27,731,489,-45,-22,-8,489,-64,-37,-8
22,27,734,489,-58,-35,-8,489,-64,-37,-8
22,27,735,489,-58,-35,-8,489,-64,-37,-8
22,27,737,489,-58,-35,-8,489,-64,-37,-8
22,27,738,489,-58,-35,-8,489,-64,-37,-8
22,27,738,489,-58,-35,-8,489,-64,-37,-8
22,27,738,489,-58,-35,-8,489,-64,-37,-8
22,27,738,489,-58,-35,-8,489,-64,-37,-8
22,27,3,481,-47,-24,-6,481,-64,-33,-5
22,27,7,481,-47,-24,-6,481,-64,-33,-5
22,27,13,481,-47,-24,-6,481,-64,-33,-5
22,27,20,481,-47,-24,-6,481,-64,-33,-5
22,27,29,481,-47,-24,-6,481,-64,-33,-5
22,27,38,481,-47,-24,-6,481,-64,-33,-5
22,27,50,481,-47,-24,-6,481,-64,-39,-5
22,27,60,481,-47,-24,-6,481,-64,-39,-5
22,27,74,481,-47,-24,-6,481,-64,-39,-5
22,27,85,481,-47,-24,-6,481,-64,-39,-5
22,27,100,481,-47,-24,-6,481,-64,-39,-5
22,27,113,481,-47,-31,-6,481,-64,-39,-5
22,27,129,481,-47,-31,-6,481,-64,-39,-5
22,27,146,481,-47,-31,-6,481,-64,-39,-5
22,27,160,481,-47,-31,-6,481,-64,-39,-5
22,27,178,481,-59,-31,-6,481,-52,-26,-5
22,27,192,481,-59,-31,-6,481,-52,-26,-5
22,27,211,481,-59,-31,-6,481,-52,-26,-5
22,27,231,481,-59,-31,-6,481,-61,-38,-5
22,27,247,481,-59,-31,-6,481,-61,-38,-5
22,27,263,481,-44,-16,-6,481,-61,-38,-5
22,27,284,481,-44,-16,-6,481,-61,-38,-5
22,27,305,481,-44,-16,-6,481,-61,-38,-5
22,27,323,481,-44,-16,-6,481,-61,-38,-5
22,27,340,481,-57,-34,-6,481,-61,-32,-5
22,27,363,481,-57,-34,-6,481,-61,-32,-5
22,27,386,481,-57,-34,-6,481,-61,-32,-5
22,27,403,481,-63,-34,-6,481,-49,-22,-5
22,27,421,481,-63,-34,-6,481,-49,-22,-5
22,27,442,481,-44,-17,-6,481,-49,-22,-5
22,27,462,481,-44,-17,-6,489,-68,-35,-5
22,27,478,481,-44,-17,-6,489,-68,-35,-5
22,27,499,481,-44,-17,-6,489,-68,-35,-5
22,27,515,481,-58,-34,-6,489,-68,-35,-5
22,27,534,481,-58,-34,-6,489,-68,-35,-5
22,27,552,481,-58,-34,-6,489,-68,-35,-5
22,27,566,481,-58,-34,-6,489,-59,-35,-5
22,27,583,489,-58,-34,-6,489,-59,-35,-5
22,27,595,489,-52,-28,-6,489,-59,-35,-5
22,27,610,489,-52,-28,-6,489,-59,-35,-5
22,27,622,489,-52,-28,-6,489,-59,-35,-5
22,27,635,489,-52,-28,-6,489,-59,-35,-5
22,27,648,489,-44,-15,-6,489,-69,-43,-5
22,27,658,489,-44,-15,-6,489,-69,-43,-5
22,27,666,489,-44,-15,-6,489,-69,-43,-5
22,27,677,489,-58,-31,-6,489,-61,-35,-5
22,27,687,489,-58,-31,-6,489,-61,-35,-5
22,27,694,489,-58,-37,-6,489,-61,-35,-5
22,27,701,489,-58,-37,-6,489,-52,-27,-5
22,27,708,489,-58,-37,-6,489,-52,-27,-5
22,27,715,489,-58,-37,-6,489,-52,-27,-5
22,27,720,489,-58,-29,-6,489,-69,-41,-5
22,27,725,489,-58,-29,-6,489,-69,-41,-5
22,27,728,489,-58,-29,-6,489,-69,-41,-5
22,27,732,489,-58,-29,-6,489,-69,-41,-5
22,27,735,489,-58,-29,-6,489,-69,-41,-5
22,27,736,489,-50,-29,-6,489,-69,-41,-5
22,27,737,489,-50,-29,-6,489,-69,-41,-5
22,27,738,489,-50,-29,-6,489,-69,-41,-5
22,27,738,489,-50,-29,-6,489,-69,-41,-5
22,27,738,489,-57,-29,-6,489,-69,-41,-5
22,27,738,489,-57,-29,-6,489,-69,-41,-5
22,27,2,481,-45,-23,-9,481,-61,-37,-8
22,27,5,481,-45,-23,-9,481,-66,-37,-8
22,27,11,481,-45,-23,-9,481,-66,-37,-8
22,27,19,481,-45,-23,-9,481,-61,-37,-8
22,27,27,481,-45,-23,-9,481,-61,-37,-8
22,27,35,481,-45,-23,-9,481,-61,-37,-8
22,27,47,481,-45,-23,-9,481,-61,-37,-8
22,27,59,481,-45,-23,-9,481,-66,-37,-8
22,27,70,481,-45,-23,-9,481,-66,-37,-8
22,27,82,481,-45,-23,-9,481,-66,-37,-8
22,27,96,481,-45,-23,-9,481,-66,-37,-8
22,27,112,481,-51,-23,-9,481,-66,-37,-8
22,27,125,481,-51,-23,-9,481,-61,-37,-8
22,27,141,481,-51,-23,-9,481,-61,-37,-8
22,27,155,481,-51,-23,-9,481,-61,-37,-8
22,27,173,481,-60,-36,-9,481,-61,-37,-8
22,27,191,481,-60,-36,-9,481,-51,-25,-8
22,27,206,481,-60,-36,-9,481,-51,-25,-8
22,27,226,481,-53,-30,-9,481,-59,-34,-8
22,27,242,481,-53,-30,-9,481,-59,-34,-8
22,27,262,481,-44,-21,-9,481,-59,-34,-8
22,27,279,481,-44,-21,-9,481,-64,-34,-8
22,27,300,481,-44,-21,-9,481,-64,-34,-8
22,27,321,481,-44,-21,-9,481,-64,-34,-8
