Next Train ID,Final Train ID,Distance from station,BS_1_1,RSRP_1_1,RSSI_1_1,RSRQ_1_1,BS_2_1,RSRP_2_1,RSSI_2_1,RSRQ_2_1
25,1,2,472,-53,-25,-9,472,-70,-39,-8
25,1,6,472,-53,-25,-9,472,-70,-39,-8
25,1,12,472,-53,-25,-9,472,-70,-39,-8
25,1,20,472,-53,-25,-9,472,-70,-39,-8
25,1,28,472,-53,-25,-9,472,-70,-39,-8
25,1,39,472,-53,-25,-9,472,-70,-39,-8
25,1,49,472,-53,-25,-9,472,-70,-39,-8
25,1,62,472,-53,-25,-9,472,-70,-39,-8
25,1,76,472,-46,-25,-9,472,-70,-39,-8
25,1,87,472,-46,-25,-9,472,-70,-39,-8
25,1,99,472,-46,-19,-9,472,-70,-39,-8
25,1,114,472,-46,-19,-9,472,-70,-39,-8
25,1,131,488,-46,-19,-9,472,-70,-39,-8
25,1,144,488,-46,-19,-9,472,-70,-39,-8
25,1,158,488,-65,-42,-9,472,-70,-39,-8
25,1,176,488,-65,-42,-9,472,-44,-16,-8
25,1,194,488,-65,-42,-9,472,-44,-16,-8
25,1,209,488,-65,-42,-9,472,-61,-34,-8
25,1,229,488,-65,-42,-9,472,-61,-34,-8
25,1,245,488,-48,-25,-9,472,-61,-34,-8
25,1,265,488,-48,-25,-9,472,-61,-34,-8
25,1,286,488,-48,-25,-9,472,-61,-34,-8
25,1,303,488,-48,-25,-9,472,-66,-34,-8
25,1,325,488,-48,-25,-9,488,-66,-34,-8
25,1,342,488,-48,-25,-9,488,-66,-28,-8
25,1,365,488,-48,-25,-9,488,-66,-28,-8
25,1,383,488,-61,-38,-9,488,-55,-28,-8
25,1,406,488,-61,-38,-9,488,-55,-28,-8
25,1,424,488,-56,-38,-9,488,-55,-28,-8
25,1,446,488,-56,-38,-9,488,-55,-28,-8
25,1,464,488,-56,-38,-9,488,-55,-28,-8
25,1,486,488,-56,-38,-9,488,-63,-37,-8
25,1,508,488,-44,-8,-9,488,-63,-37,-8
25,1,526,488,-44,-8,-9,488,-68,-37,-8
25,1,544,488,-44,-8,-9,488,-68,-37,-8
25,1,566,488,-71,-46,-9,488,-44,-15,-8
25,1,588,488,-71,-46,-9,488,-44,-15,-8
25,1,606,488,-55,-26,-9,488,-44,-15,-8
25,1,628,488,-55,-26,-9,488,-44,-15,-8
25,1,646,488,-55,-26,-9,488,-44,-15,-8
25,1,668,488,-55,-26,-9,488,-64,-34,-8
25,1,690,488,-44,-18,-9,488,-64,-34,-8
25,1,708,488,-44,-18,-9,488,-64,-41,-8
25,1,726,463,-44,-18,-9,488,-64,-41,-8
25,1,748,463,-69,-34,-9,488,-64,-34,-8
25,1,770,463,-69,-34,-9,488,-64,-34,-8
25,1,788,463,-60,-34,-9,488,-64,-34,-8
25,1,810,463,-60,-34,-9,488,-64,-34,-8
25,1,828,463,-60,-34,-9,488,-64,-34,-8
25,1,849,463,-60,-34,-9,488,-56,-34,-8
25,1,866,463,-44,-6,-9,488,-56,-34,-8
25,1,885,463,-44,-6,-9,463,-67,-40,-8
25,1,899,463,-44,-6,-9,463,-67,-40,-8
25,1,917,463,-61,-40,-9,463,-45,-15,-8
25,1,931,463,-61,-40,-9,463,-45,-15,-8
25,1,947,463,-53,-30,-9,463,-45,-15,-8
25,1,962,463,-53,-30,-9,463,-45,-15,-8
25,1,973,463,-53,-30,-9,463,-45,-15,-8
