Next Train ID,Final Train ID,Distance from station,BS_1_1,RSRP_1_1,RSSI_1_1,RSRQ_1_1,BS_2_1,RSRP_2_1,RSSI_2_1,RSRQ_2_1
7,1,1,502,-49,-22,-10,502,-65,-39,-5
7,1,6,502,-49,-28,-10,502,-60,-33,-5
7,1,13,502,-49,-28,-10,502,-60,-33,-5
7,1,20,502,-49,-28,-10,502,-60,-33,-5
7,1,28,502,-49,-28,-10,502,-60,-33,-5
7,1,38,502,-49,-28,-10,502,-60,-33,-5
7,1,51,502,-49,-28,-10,502,-60,-33,-5
7,1,61,502,-44,-19,-10,502,-60,-33,-5
7,1,75,502,-44,-19,-10,502,-67,-41,-5
7,1,87,502,-44,-19,-10,502,-67,-41,-5
7,1,102,502,-61,-36,-10,502,-58,-31,-5
7,1,117,502,-61,-36,-10,502,-58,-31,-5
7,1,130,502,-61,-36,-10,502,-58,-31,-5
7,1,147,502,-53,-36,-10,502,-58,-31,-5
7,1,161,502,-53,-36,-10,502,-58,-31,-5
7,1,179,502,-53,-36,-10,502,-58,-31,-5
7,1,192,502,-45,-20,-10,502,-58,-31,-5
7,1,209,502,-45,-20,-10,502,-64,-38,-5
7,1,223,502,-45,-20,-10,502,-64,-38,-5
7,1,240,502,-45,-20,-10,502,-58,-32,-5
7,1,253,502,-45,-20,-10,502,-58,-32,-5
7,1,270,502,-45,-20,-10,502,-58,-32,-5
7,1,286,502,-60,-35,-10,502,-58,-32,-5
7,1,300,502,-60,-35,-10,502,-58,-32,-5
7,1,313,502,-60,-35,-10,502,-47,-21,-5
7,1,330,502,-60,-35,-10,502,-47,-21,-5
7,1,346,502,-60,-35,-10,502,-60,-33,-5
7,1,360,502,-60,-35,-10,502,-60,-33,-5
7,1,379,502,-46,-24,-10,502,-66,-33,-5
7,1,395,502,-46,-24,-10,502,-66,-33,-5
7,1,416,502,-46,-24,-10,502,-66,-33,-5
7,1,437,502,-46,-18,-10,502,-66,-33,-5
7,1,454,502,-46,-18,-10,502,-53,-27,-5
7,1,471,502,-46,-18,-10,502,-53,-27,-5
7,1,491,502,-64,-40,-10,502,-53,-27,-5
7,1,511,502,-64,-40,-10,502,-53,-27,-5
7,1,526,502,-64,-40,-10,502,-53,-27,-5
7,1,546,502,-49,-27,-10,502,-65,-40,-5
7,1,561,502,-49,-27,-10,502,-65,-40,-5
7,1,579,502,-49,-27,-10,502,-65,-40,-5
7,1,593,502,-49,-27,-10,502,-65,-40,-5
7,1,610,502,-49,-27,-10,502,-60,-34,-5
7,1,623,494,-49,-27,-10,502,-60,-34,-5
7,1,639,494,-68,-44,-10,502,-60,-34,-5
7,1,652,494,-68,-44,-10,502,-44,-15,-5
7,1,667,494,-68,-44,-10,502,-44,-15,-5
7,1,681,494,-59,-34,-10,502,-59,-32,-5
7,1,693,494,-59,-34,-10,502,-59,-32,-5
7,1,706,494,-59,-34,-10,502,-59,-32,-5
7,1,716,494,-51,-34,-10,502,-59,-32,-5
7,1,729,494,-51,-34,-10,502,-59,-32,-5
7,1,738,494,-51,-34,-10,502,-59,-32,-5
7,1,750,494,-44,-17,-10,502,-59,-32,-5
7,1,759,494,-44,-17,-10,502,-68,-39,-5
7,1,769,494,-44,-17,-10,494,-68,-39,-5
7,1,779,494,-44,-17,-10,494,-53,-27,-5
7,1,787,494,-44,-17,-10,494,-53,-27,-5
7,1,794,494,-44,-17,-10,494,-53,-27,-5
7,1,802,494,-55,-31,-10,494,-53,-27,-5
7,1,810,494,-55,-31,-10,494,-48,-20,-5
7,1,816,494,-55,-31,-10,494,-48,-20,-5
7,1,822,494,-55,-31,-10,494,-48,-20,-5
7,1,829,494,-55,-31,-10,494,-48,-20,-5
7,1,835,494,-48,-24,-10,494,-48,-20,-5
7,1,839,494,-48,-24,-10,494,-56,-29,-5
7,1,845,494,-48,-24,-10,494,-56,-29,-5
7,1,851,494,-48,-24,-10,494,-56,-29,-5
7,1,858,494,-48,-24,-10,494,-56,-29,-5
7,1,866,494,-48,-24,-10,494,-56,-29,-5
7,1,874,494,-48,-24,-10,494,-56,-29,-5
7,1,883,494,-48,-17,-10,494,-56,-29,-5
7,1,890,494,-48,-17,-10,494,-56,-29,-5
7,1,898,494,-48,-4,-10,494,-56,-29,-5
7,1,905,494,-48,-4,-10,494,-63,-36,-5
7,1,913,494,-48,-4,-10,494,-63,-36,-5
7,1,919,494,-48,-4,-10,494,-63,-36,-5
7,1,927,494,-48,-13,-10,494,-63,-36,-5
7,1,933,494,-48,-13,-10,494,-54,-27,-5
7,1,941,494,-48,-13,-10,494,-54,-27,-5
7,1,950,494,-54,-28,-10,494,-54,-27,-5
7,1,957,494,-54,-28,-10,494,-62,-35,-5
7,1,963,494,-54,-28,-10,494,-62,-35,-5
7,1,972,494,-54,-28,-10,494,-62,-35,-5
